X	Y	class
15.53855744	-3.280604964	1
22.85723625	2.031207648	1
16.40423117	1.565701078	1
24.36471882	-5.187367269	1
27.76883179	-8.894006909	1
29.09371523	-7.489333827	1
27.48937273	-9.705678507	1
13.59070815	-9.061394929	1
26.99617284	12.46424977	1
14.61394855	4.056604442	1
18.90651357	-5.36478622	1
15.50187869	-6.42386116	1
28.76739091	8.54431238	1
27.61458005	-10.77948707	1
13.23740961	-2.52108788	1
22.45130705	-13.90882116	1
27.95245034	-15.97373213	1
19.7178727	-6.532292131	1
22.88495664	12.07385944	1
20.43341699	6.878308388	1
20.47938956	5.573602903	1
20.69258834	-0.448592538	1
24.31101065	18.40932869	1
24.78911077	9.889261161	1
27.6002251	-3.236624309	1
22.80555673	5.826585661	1
24.10332177	11.81251168	1
12.78835891	1.655634749	1
22.32865311	-5.60418014	1
24.19171315	16.01277609	1
28.29915365	10.87139154	1
28.38474251	14.76834452	1
12.20130924	-0.55129172	1
16.5203154	-7.280752028	1
20.12801963	16.13229446	1
26.701384	1.097691324	1
23.44393921	-15.73744945	1
19.93771446	-14.56677271	1
11.56771784	0.077054348	1
24.92173092	-10.37701012	1
19.78770008	-5.617462281	1
22.06716747	13.51960933	1
26.90053514	9.439508528	1
16.58332072	2.997398976	1
15.17277742	-8.261223371	1
18.36507445	-12.16772446	1
17.62209716	9.90230353	1
20.14196591	-7.116145821	1
19.90740442	7.587890568	1
26.48500464	-16.26132385	1
13.58233977	-1.235225688	1
12.40676727	8.713351505	1
29.2642687	5.414198463	1
26.44045123	2.189128855	1
12.95138484	5.995264676	1
28.96158385	-0.945817308	1
15.66074541	9.224224705	1
11.84548646	0.658200522	1
16.89539338	-1.436764543	1
21.76744054	-3.765256266	1
29.16738827	2.672672387	1
25.898167	-17.09132237	1
23.2682307	-17.30693328	1
26.14273238	-18.26037088	1
16.86188347	13.53220347	1
12.22441109	-7.389162296	1
19.2392683	-5.487111553	1
19.14384325	4.7140369	1
16.00196281	-2.548344855	1
22.36947205	-2.836871008	1
18.27858531	1.99457033	1
27.61512484	1.876745284	1
23.14413485	-10.16385907	1
22.85647538	11.11366023	1
13.90442666	6.329950624	1
28.31177555	18.15580691	1
27.37206547	10.46321374	1
26.12280514	-0.913523483	1
16.40223164	-8.66826575	1
20.07904201	-5.122405308	1
19.78272956	-15.57672282	1
24.42565742	-13.15238863	1
19.41952444	15.67499391	1
22.53033693	1.751790416	1
29.85827526	-16.50222883	1
20.43998226	-15.62781894	1
24.58800903	4.41283884	1
23.38370632	11.05093104	1
27.4518154	13.25564763	1
15.68211964	-13.88577545	1
28.84682193	-10.36907358	1
10.49960461	3.477561251	1
23.50448781	-7.820704217	1
17.60181117	11.84936741	1
22.94213063	15.53904424	1
21.80198821	13.40144624	1
15.05234226	10.6766094	1
20.11748782	-16.47991797	1
14.37634153	-11.92874646	1
29.26644876	3.37253566	1
20.56042404	0.339529546	1
20.80778621	6.526238502	1
28.13977188	2.211425758	1
14.87029868	10.91044583	1
15.31944686	-7.203025221	1
24.02157186	-1.725985924	1
25.0379312	1.462853694	1
24.48382288	-7.550518559	1
27.40689592	13.98290297	1
20.32043664	-15.89210748	1
17.25563969	-5.069542055	1
18.50475856	2.087203202	1
16.40288799	9.087016049	1
19.43971136	-2.866645651	1
19.82960029	-1.721380145	1
20.48968851	-3.028396177	1
19.35852517	6.111753138	1
27.86357228	11.22970117	1
22.94739247	-14.28394425	1
23.18184086	8.318889424	1
19.8930629	-6.603708956	1
19.84039387	-6.695622829	1
29.30907039	-19.11343645	1
22.15163937	10.7551356	1
19.32081884	1.74184182	1
24.14250815	-7.034046801	1
26.8248377	-18.47845933	1
18.12982926	4.389533483	1
24.4489259	-1.266701657	1
28.36410894	-14.37870928	1
28.97866142	-6.102920821	1
